State,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
NE,0.9384569189593962,0.7460732930972335,0.8825669881478868,0.8810024866216073,0.8490236746314621,0.38981349935559684,0.7583490985947997,0.8184024126602879,0.823978276945291,0.7606804572465803,0.8442328589969895,0.8766153736221329,0.8674857319425283,0.7978508315196714,0.8358305531639492,0.8655725596496483,0.8489669492331737,0.7493018235787595,0.687824581741471,0.7953250514308944,0.7039716304213368,0.5887147119292288,0.677037065809868,0.8570706873171655,0.75160473593875,0.8741736763124013,0.7695732890084629,0.8914313425952428,0.0,0.7284037096443198,0.7788004033474959,0.814647920496644,0.8628873770821416,0.7771489676762554,0.927760259147586,0.8703337930928849,0.8292581394120243,0.7336009035274669,0.6851927965724938,0.8142884401884884,0.9084726560537755,0.8573447301002449,0.8286507706943395,0.8247444060099997,0.744273209582469,0.6264669883685505,0.7592112980652845,0.930719894543464,0.805364522476362,0.8399718091590281
NH,0.7774184887981311,0.5744770027415532,0.7109706977922066,0.8316284184881491,0.7572261264141468,0.550298678600166,0.8002642546553899,0.7223029776505199,0.7023819865896109,0.6904426574569378,0.750837517313997,0.7050190832664527,0.782767034305565,0.6798897612897775,0.664234262808269,0.7122571917258338,0.7952816241428022,0.5777055332230793,0.8067132998106056,0.7396784466098055,0.8688765236674274,0.7443613167503177,0.7940463540691123,0.6854743969614852,0.5800084455830697,0.8264522555541406,0.7681153634326566,0.7198350522395625,0.7284037096443198,0.0,0.7836033062968236,0.7416593530889753,0.719068864504239,0.7208985892702608,0.6561639687919059,0.7042930582927603,0.7991455702322954,0.7444448647441136,0.7820998019607148,0.6426921498328082,0.7989499215150726,0.6857484397445648,0.6737211470053258,0.6820705475201475,0.7886266047613798,0.798063278724231,0.8691924115790353,0.783268720761233,0.6337682321206819,0.6683755188033479
NJ,0.7278151825013074,0.5248736964447295,0.6613673914953829,0.7820251121913254,0.9131783756728784,0.5499019848969895,0.9722279405303226,0.8838107824648069,0.6527786802927872,0.6408393511601141,0.9345675443505065,0.655415776969629,0.706735643060441,0.8302864549929536,0.6146309565114452,0.66265388542901,0.6882168603510864,0.5281022269262555,0.909024178393975,0.9394084736463151,0.7715108497153501,0.5279646230471413,0.7776496603659357,0.6358710906646614,0.5304051392862459,0.7160650968642763,0.7462898349136109,0.6702317459427388,0.7788004033474959,0.7836033062968236,0.0,0.9309449356810405,0.7694655582074154,0.9157397274178815,0.706560662495082,0.6546897519959366,0.9271411742196645,0.7170637806695123,0.8565810724702808,0.5930888435359846,0.7493466152182489,0.6361451334477409,0.6241178407085021,0.6324672412233239,0.8675096716301747,0.8476665850210546,0.9087798674641197,0.8336654144644092,0.584164925823858,0.6187722125065241
NM,0.7761910015372478,0.593928760763689,0.7304224558143423,0.8331179123593415,0.9358938173503286,0.4919580316891412,0.9104936309283442,0.9108281109347098,0.6983620464985391,0.6753283777432245,0.963999967160032,0.7207727280810413,0.7422256521167436,0.8458320853496489,0.6836860208304048,0.6913315912574035,0.728763473180974,0.5971572912452151,0.8399691140750155,0.9099729719275387,0.7561161627548814,0.5562848207826894,0.7514038203656346,0.6923223813987153,0.5994602036052055,0.7207626530903902,0.7786656539495513,0.7265320932805661,0.814647920496644,0.7416593530889753,0.9309449356810405,0.0,0.8385206225263749,0.8973524437284552,0.7705591230404566,0.7237448163148961,0.9202915606344577,0.7371377129129999,0.8373373289060383,0.6509740965341893,0.8061752644428686,0.7019549147478326,0.670003093706707,0.6505034376177551,0.8478100189680021,0.7786115207020952,0.8669113859543846,0.88392802595318,0.6532199901428176,0.6878272768254836
NV,0.8138725979283303,0.7554081382373141,0.8407396761459948,0.8818848904605344,0.8562871825345367,0.38047865421551613,0.7490142534547192,0.8856547757426083,0.8189022206178665,0.818090774084774,0.8348980138569089,0.8635351244225911,0.7585240524208963,0.8830389261356432,0.8352786058511997,0.8340939875989531,0.7637788546172021,0.7586366687188402,0.6784897366013904,0.7889250090894021,0.694636785281256,0.5725832210868419,0.6677022206697873,0.835084777740265,0.7609395810788306,0.7370610533945429,0.8547613836244344,0.8492338122646766,0.8628873770821416,0.719068864504239,0.7694655582074154,0.8385206225263749,0.0,0.8537258307895338,0.8906826734901111,0.8825826843545591,0.8199232942719437,0.8187889981434384,0.6758579514324133,0.7937364928757389,0.8201189429891668,0.8447173110893823,0.8127654900482567,0.7932658339593047,0.8019558865772407,0.6171321432284701,0.749876452925204,0.9135779215207838,0.8146993676164427,0.8367028807142032
NY,0.7156058866356517,0.6091339690268479,0.703076738438222,0.7809011980357806,0.9281252930447934,0.4711972678704267,0.8952884226651853,0.9587465550159676,0.7370389528749055,0.7250996237422325,0.9277969210128677,0.7396760495517474,0.6446346996187838,0.914546727575072,0.6988912290935637,0.7469141580111285,0.6261159169094292,0.6123624995083741,0.8247639058118565,0.9240880671887571,0.7038543507181374,0.4658636796054842,0.7155487169242787,0.7201313632467798,0.6146654118683643,0.6539641534226192,0.8305501074957293,0.7430425726701114,0.7771489676762554,0.7208985892702608,0.9157397274178815,0.8973524437284552,0.8537258307895338,0.0,0.7767933206879986,0.7389500245780551,0.8650402307780074,0.8013240532516306,0.7889245734730681,0.677349116118103,0.735621623730031,0.7204054060298596,0.7083781132906207,0.7167275138054423,0.9260078335654847,0.7634063124389361,0.84615062213567,0.8134244177752752,0.6684251984059766,0.7030324850886427
OH,0.8787454799937747,0.8183130339496474,0.9040611955280012,0.8245355503037567,0.7933822868222034,0.3175737585031828,0.6861093577423859,0.818046765672031,0.833358479013638,0.7881025880361012,0.7719931181445756,0.9210773366967692,0.8678413789307852,0.7974951845314144,0.9080702940163632,0.8652169126613912,0.832655929554764,0.8215415644311735,0.6155848408890571,0.7260201133770688,0.6317318895689229,0.5596783253745087,0.604797324957454,0.8995410361360364,0.8238444767911639,0.8297117132377652,0.7692176420202059,0.9337507480178873,0.927760259147586,0.6561639687919059,0.706560662495082,0.7705591230404566,0.8906826734901111,0.7767933206879986,0.0,0.8981290895008546,0.7570183985596104,0.73324525653921,0.61295305572008,0.8526371957159549,0.8572140472768334,0.929584470952659,0.8383328595551391,0.8243887590217428,0.7390509908649073,0.5542272475161367,0.6869715572128706,0.8728952480306729,0.8664931522176649,0.9122115500114422
OK,0.9213190139390736,0.8701839444487928,0.945544582722776,0.8726646398046113,0.741511376323058,0.26570284800403743,0.6342384472432404,0.7708789695311296,0.9140973140410851,0.8355080897302152,0.7201222076454302,0.9770517528040854,0.8659704684316396,0.778234019558862,0.9526959214966406,0.9459557476888386,0.7685837611939833,0.8734124749303188,0.5637139303899117,0.6741492028779236,0.6798609790697775,0.5800296370975855,0.5529264144583086,0.952502093385706,0.8757153872903093,0.8445074694052863,0.8499564770476532,0.9566802282754201,0.8703337930928849,0.7042930582927603,0.6546897519959366,0.7237448163148961,0.8825826843545591,0.7389500245780551,0.8981290895008546,0.0,0.705147488060465,0.8139840915666573,0.6610821452209344,0.9111538085211799,0.9053431367776877,0.9621346267348231,0.9190716945825864,0.9051275940491901,0.7871800803657619,0.5023563370169913,0.6351006467137251,0.8210243375315274,0.9294751738279214,0.9541201963596441
OR,0.7782729185658358,0.5753314325092578,0.7118251275599112,0.8324828482558538,0.9358583339596291,0.5605553599435724,0.9290909591827754,0.9009351851960021,0.69768086080176,0.6912970872246424,0.9294697248594792,0.7058735130341574,0.7795944688407764,0.8746309835103122,0.6650886925759736,0.7131116214935384,0.7610756861314218,0.5785599629907839,0.8585664423294467,0.8832163145326463,0.7721474532734633,0.6008234488274768,0.8311122597311769,0.6863288267291898,0.5808628753507744,0.7889239226446118,0.7467475709781393,0.7206894820072671,0.8292581394120243,0.7991455702322954,0.9271411742196645,0.9202915606344577,0.8199232942719437,0.8650402307780074,0.7570183985596104,0.705147488060465,0.0,0.7214921666292187,0.8559346571604695,0.6435465796005129,0.7942487957272215,0.6866028695122695,0.6745755767730305,0.6793023357784183,0.8321644726842209,0.7972088489565262,0.9299531586532601,0.8841231505289376,0.6346226618883863,0.6692299485710524
PA,0.7720578224868632,0.7078099157752173,0.7595286742894334,0.8373531338869918,0.7845772288960047,0.2947435433442795,0.696612475916816,0.815198490867179,0.835714899623275,0.8237755704906018,0.7731377457529679,0.8108094292764031,0.7010866354699952,0.8086943724366491,0.7975671758419332,0.8455901047594979,0.5825678527606406,0.7110384462567435,0.6260879590634872,0.7365232315514989,0.8380840643471265,0.5223156154566956,0.5541893320207729,0.8188073099951493,0.713341358616734,0.7104160892738305,0.923670498688543,0.7994945085213228,0.7336009035274669,0.7444448647441136,0.7170637806695123,0.7371377129129999,0.8187889981434384,0.8013240532516306,0.73324525653921,0.8139840915666573,0.7214921666292187,0.0,0.8231542871020572,0.7760250628664723,0.7920735595812425,0.7962939092762785,0.8070540600389902,0.8133657247047552,0.8495541090393375,0.5647303656905668,0.669696897609523,0.7698763536264864,0.7671011451543459,0.7820861174292354
RI,0.7342075757263051,0.5312660896697273,0.6677597847203807,0.7884175054163234,0.8195707688978764,0.4323984805608807,0.8731563020223059,0.7902031756898047,0.659171073517785,0.647231744385112,0.8409599375755044,0.6618081701946269,0.739043459479049,0.7318486595387061,0.6210233497364431,0.6690462786540079,0.6205246767696946,0.5344946201512535,0.8026317851689772,0.795989546116596,0.9093742216895139,0.5602724394657496,0.6918442692373741,0.6422634838896594,0.5367975325112437,0.7483729132828844,0.7526822281386087,0.6766241391677366,0.6851927965724938,0.7820998019607148,0.8565810724702808,0.8373373289060383,0.6758579514324133,0.7889245734730681,0.61295305572008,0.6610821452209344,0.8559346571604695,0.8231542871020572,0.0,0.5994812367609823,0.7557390084432467,0.6425375266727388,0.6305102339335,0.6365200118068123,0.8338265931570594,0.7412741917960567,0.807351834826124,0.7400578076894071,0.590557319048856,0.625164605731522
SC,0.865273661034677,0.9317848529087449,0.8789206134661782,0.811063731344659,0.6799104678631059,0.20410193954408523,0.5726375387832883,0.7092780610711774,0.9403101632431973,0.9243542812090353,0.6585212991854781,0.9302013684531479,0.8204785746467399,0.7628023885430307,0.9251245536912058,0.9304349581069744,0.7019597919373856,0.9350133833902711,0.5021130219299594,0.6125482944179713,0.6182600706098254,0.5406509508598556,0.4913255059983564,0.9516621973157675,0.9373162957502615,0.8051287831675564,0.8467990086223737,0.9173015420376902,0.8142884401884884,0.6426921498328082,0.5930888435359846,0.6509740965341893,0.7937364928757389,0.677349116118103,0.8526371957159549,0.9111538085211799,0.6435465796005129,0.7760250628664723,0.5994812367609823,0.0,0.8437422283177355,0.9156858484530234,0.9689710028274823,0.9606216023126606,0.7255791719058097,0.44075542855703903,0.5734997382537731,0.7594234290715752,0.9363327227435728,0.9014780566059801
SD,0.9700157370943792,0.7755270812264805,0.912020776277134,0.9269426479164729,0.8074963306852379,0.3603597112263496,0.7288953104655527,0.7768750687140635,0.8921867820556703,0.7691531133003557,0.8078247027171633,0.9060691617513801,0.9090130758887527,0.7396568209067803,0.8652843412931963,0.8851563268145348,0.7904942931793982,0.7787556117080067,0.6583707936122238,0.7537977074846701,0.7745178422920896,0.6302420558754531,0.6253610554583986,0.8861471169558466,0.781058524067997,0.8947198881831541,0.8280459450622383,0.9203568288376973,0.9084726560537755,0.7989499215150726,0.7493466152182489,0.8061752644428686,0.8201189429891668,0.735621623730031,0.8572140472768334,0.9053431367776877,0.7942487957272215,0.7920735595812425,0.7557390084432467,0.8437422283177355,0.0,0.8867985182294921,0.8638278292638382,0.8443281731748863,0.8027458656362446,0.5970132002393035,0.7297575099360374,0.8712367563093951,0.8348183106056092,0.8694255972882753
TN,0.9083299509464335,0.8831730074414328,0.935456987235377,0.8541200212564156,0.7229667577748624,0.24715822945584182,0.6156938286950447,0.752334350982934,0.8964071317507063,0.8511512407731697,0.7015775890972346,0.980729356478112,0.9029814054389995,0.7605438372684833,0.9784858230637041,0.9282655653984598,0.7640517212621398,0.8919570934785145,0.545169311841716,0.6556045843297279,0.6613163605215818,0.5892627963271676,0.5343817959101129,0.9625896888731049,0.894260005838505,0.859296184190424,0.8322662947572744,0.9659133875050022,0.8573447301002449,0.6857484397445648,0.6361451334477409,0.7019549147478326,0.8447173110893823,0.7204054060298596,0.929584470952659,0.9621346267348231,0.6866028695122695,0.7962939092762785,0.6425375266727388,0.9156858484530234,0.8867985182294921,0.0,0.9013815122922076,0.8874374117588113,0.7686354618175663,0.4838117184687956,0.6165560281655296,0.8024797189833317,0.9313531257094503,0.9826270790587831
TX,0.8771454255027922,0.9007558557362273,0.8646162773053625,0.8368851813473656,0.7109394650356236,0.2351309367166029,0.603666535955806,0.7403070582436951,0.971339160415715,0.9053252840365176,0.6895502963579956,0.9158970322923322,0.8061742384859243,0.7938313857155485,0.9108202175303903,0.9559083997239365,0.6876554557765698,0.9039843862177533,0.5331420191024773,0.643577291590489,0.649289067782343,0.5274032184726248,0.5223545031708741,0.9387918234191027,0.9062872985777438,0.8028244470067407,0.8778280057948914,0.9045821115372519,0.8286507706943395,0.6737211470053258,0.6241178407085021,0.670003093706707,0.8127654900482567,0.7083781132906207,0.8383328595551391,0.9190716945825864,0.6745755767730305,0.8070540600389902,0.6305102339335,0.9689710028274823,0.8638278292638382,0.9013815122922076,0.0,0.980500343911048,0.7566081690783275,0.4717844257295568,0.6045287354262907,0.7749639566424158,0.9220283865827573,0.8871737204451645
UT,0.8632013249693958,0.8924064552214056,0.850672176771966,0.8173855252584136,0.7146096202674264,0.24348033723142454,0.6120159364706277,0.7396753266830451,0.952141391119216,0.9083721099367902,0.686503470457723,0.9019529317589359,0.792230137952528,0.8021807862303701,0.8968761169969939,0.9591718463603514,0.6737113552431734,0.8956349857029315,0.5414914196172989,0.6519266921053106,0.6514497890518817,0.5134591179392284,0.5307039036856958,0.9248477228857063,0.8979378980629221,0.8015595917563632,0.8718377836682036,0.8906380110038555,0.8247444060099997,0.6820705475201475,0.6324672412233239,0.6505034376177551,0.7932658339593047,0.7167275138054423,0.8243887590217428,0.9051275940491901,0.6793023357784183,0.8133657247047552,0.6365200118068123,0.9606216023126606,0.8443281731748863,0.8874374117588113,0.980500343911048,0.0,0.7649575695931491,0.48013382624437845,0.6128781359411124,0.7610198561090193,0.908084286049361,0.8732296199117682
VA,0.7827301285418652,0.6573640248145548,0.7702009803444354,0.848025439941994,0.8952495349510068,0.44518943430494207,0.8470583668774785,0.9163011108346324,0.7852690086626124,0.7733296795299393,0.88381005180797,0.7879061053394542,0.7117589415249972,0.862776783362779,0.7471212848812705,0.7951442137988353,0.5932401588156427,0.6605925552960807,0.7765338500241498,0.8869691225121614,0.7487563704021287,0.5329879215116977,0.6826729588304922,0.7683614190344866,0.6628954676560712,0.7210883953288324,0.8732246077278806,0.8027220743125641,0.744273209582469,0.7886266047613798,0.8675096716301747,0.8478100189680021,0.8019558865772407,0.9260078335654847,0.7390509908649073,0.7871800803657619,0.8321644726842209,0.8495541090393375,0.8338265931570594,0.7255791719058097,0.8027458656362446,0.7686354618175663,0.7566081690783275,0.7649575695931491,0.0,0.7151762566512294,0.8138031659286761,0.7805486596814887,0.7166552541936834,0.7512625408763495
VT,0.575481767522362,0.37254028146578405,0.5090339765164374,0.62969169721238,0.7608449606939331,0.6909733453685974,0.8681178897737508,0.7314773674858616,0.5004452653138417,0.4885059361811686,0.7822341293715611,0.5030823619906837,0.580830313029796,0.6779530400140084,0.4622975415324998,0.5103204704500647,0.6933449028670331,0.3757688119473102,0.8920008971931171,0.7971882662145395,0.7224953579472139,0.6590737193678059,0.9087587566866002,0.48353767568571604,0.37807172430730057,0.6245155342783717,0.5939564199346655,0.5178983309637933,0.6264669883685505,0.798063278724231,0.8476665850210546,0.7786115207020952,0.6171321432284701,0.7634063124389361,0.5542272475161367,0.5023563370169913,0.7972088489565262,0.5647303656905668,0.7412741917960567,0.44075542855703903,0.5970132002393035,0.4838117184687956,0.4717844257295568,0.48013382624437845,0.7151762566512294,0.0,0.867255690303266,0.681331999485464,0.43183151084491267,0.4664387975275788
WA,0.7082260772190959,0.505284591162518,0.6417782862131715,0.762436006909114,0.882478159279556,0.6250466457347567,0.925440815822686,0.8475550105159289,0.6331895750105757,0.6212502458779027,0.8760895501794062,0.6358266716874175,0.71357462272653,0.8106973497107424,0.5950418512292338,0.6430647801467986,0.7794369928869668,0.5085131216440442,0.9286132836761863,0.8648550077771014,0.7941285565328366,0.6191847555830218,0.8688697929018161,0.6162819853824502,0.5108160340040345,0.7572598439751056,0.693367396298066,0.6506426406605273,0.7592112980652845,0.8691924115790353,0.9087798674641197,0.8669113859543846,0.749876452925204,0.84615062213567,0.6869715572128706,0.6351006467137251,0.9299531586532601,0.669696897609523,0.807351834826124,0.5734997382537731,0.7297575099360374,0.6165560281655296,0.6045287354262907,0.6128781359411124,0.8138031659286761,0.867255690303266,0.0,0.8140763091821979,0.5645758205416467,0.5991831072243127
WI,0.892262975584068,0.6912082819803202,0.8277019770309736,0.9316930310602495,0.8852991247304819,0.4446785104725101,0.813214109711713,0.8546778627593076,0.7699895761009146,0.7914003517900444,0.8856274967624075,0.8217503625052197,0.8312102818435085,0.8341262816186913,0.7809655420470359,0.801848009748668,0.8126914991341542,0.6944368124618463,0.7426895928583843,0.8316005015299143,0.75883664153825,0.6524392618302091,0.7319020769267811,0.8022056762002523,0.6967397248218368,0.8234831318737591,0.8058487391074824,0.8365663314783296,0.930719894543464,0.783268720761233,0.8336654144644092,0.88392802595318,0.9135779215207838,0.8134244177752752,0.8728952480306729,0.8210243375315274,0.8841231505289376,0.7698763536264864,0.7400578076894071,0.7594234290715752,0.8712367563093951,0.8024797189833317,0.7749639566424158,0.7610198561090193,0.7805486596814887,0.681331999485464,0.8140763091821979,0.0,0.7504995113594488,0.7851067980421149
WV,0.8563497433225506,0.9157276385453996,0.9227975343284751,0.8021398136325327,0.6709865501509795,0.19517802183195881,0.563713621071162,0.700354143359051,0.917054006041256,0.8717981150637192,0.6495973814733516,0.928749148854229,0.83433453114845,0.7538784708309044,0.9528673026457462,0.9215110403948481,0.7384866079778796,0.9263523954420201,0.49318910421783313,0.6036243767058449,0.6093361528976989,0.5372825887032846,0.48240158828623,0.9482938351591966,0.9412590813869163,0.8073159765665411,0.8378750909102474,0.9139331798811192,0.805364522476362,0.6337682321206819,0.584164925823858,0.6532199901428176,0.8146993676164427,0.6684251984059766,0.8664931522176649,0.9294751738279214,0.6346226618883863,0.7671011451543459,0.590557319048856,0.9363327227435728,0.8348183106056092,0.9313531257094503,0.9220283865827573,0.908084286049361,0.7166552541936834,0.43183151084491267,0.5645758205416467,0.7504995113594488,0.0,0.926503824428445
WY,0.8909570300052168,0.8783237061604275,0.9274425568601977,0.8367471003151989,0.7055938368336456,0.22978530851462486,0.598320907753828,0.7349614300417172,0.8821993399036634,0.8369434489261264,0.6842046681560175,0.9633564355368951,0.8856084844977828,0.7463360454214399,0.9736365217826988,0.9140577735514166,0.7560372908869607,0.8926633477530647,0.5277963909004992,0.638231663388511,0.6439434395803649,0.5718898753859507,0.5170088749688961,0.9483818970260616,0.9005218156686107,0.8419232632492071,0.8180585029102312,0.9485404665637852,0.8399718091590281,0.6683755188033479,0.6187722125065241,0.6878272768254836,0.8367028807142032,0.7030324850886427,0.9122115500114422,0.9541201963596441,0.6692299485710524,0.7820861174292354,0.625164605731522,0.9014780566059801,0.8694255972882753,0.9826270790587831,0.8871737204451645,0.8732296199117682,0.7512625408763495,0.4664387975275788,0.5991831072243127,0.7851067980421149,0.926503824428445,0.0
